id,nama,alamat,latitude,longitude,telepon
799,"PR Aket Nathalia, Ad","Jl.Bersama, Bumi Emas, Bengkayang",0.8224192,109.467557,
800,PT AKR CORPORINDO,"Jalan Raya KM 16 RT/RW 003/013, Wajok Hilir, Siantan",0.0792905,109.3188387,0215311110
801,PR Abdul Malik,"JL. AIS NASUTION, Kuala Pembuang  II, Seruyan Hilir",-3.3981331,112.5542678,
802,PR Abdul Muin,"Sentra Industri Tilung XXI Gudang No.14, Menteng, Jekan Raya",-2.224819,113.9082653,
803,CV Abirama,"Jl pelita RT 2 ( jl Pbun- Kumai ), Pasir Panjang, Arut Selatan",-2.5699259,111.5647896,
804,PT Adhyaksa Dharmasatya,"Desa Tanjung Jorong, Tanjung Jorong, Parenggean",-1.5991228,112.7867174,05323241790
805,PR Adi Gunardi,"Jl. Diponegoro No 150 RT 006 RW 002, Tampang Tumbang
Anjir, Kurun",-1.1170642,113.8941657,
806,PR Adinda Yulianti,"jl.rta milono km.4, 5 gang.manusup no.04, Langkai, Pahandut",-2.2456485,113.9201814,
807,PT Aditunggal Mahajaya,"Desa Sukamandang, Suka Mandang, Seruyan Tengah",-2.0589019,112.182999,053122329
808,PT Agro Indomas,"Jl. Sampit-Pangkalan Bun Km. 75, Terawan, Seruyan Raya",-2.4774205,112.3576199,0542593560
809,PT Agrokarya Primalestari,"Kecamatan Bukit Santui, Desa Tumbang Tilap, Tumbang Tilap, Bukit Santuai",-1.9558278,112.4172256,
810,PT Agrolestari Sentosa,"desa Tumban Telaken, desa Hujung Pata, Tumbang Talaken, Manuhing",-1.35622,113.3644925,053122329
811,PR Agus Antony,"Jl DI Panjaitan Selatan No.7 RT 51/005, Ketapang, Mentawa Baru
Ketapang",-2.5596204,112.9627272,
812,PR Agus Purwanto,"Jl. Negara, Tumbang Talaken, Manuhing",-1.35622,113.3644925,
813,PR Agus Rifai,"JL RINDANG BANUA GG. 10, Pahandut, Pahandut",-2.2053911,113.9400179,
814,PR Agustine Herbal Dayak,"JL. SARIPOI-PURUK CAHU NO. 41, Saripoi, Tanah Siang",-0.6202002,114.5895968,
815,PR Ahmad Saprudin,"Jalan Pramuka Komplek Perumnas Pondok Karet Blok G7, Tamiang Layang, Dusun Timur",-2.1130545,115.1768148,
816,PR Ahmad Syafari,"Jl. Djagui Mamud RT. 007, Nanga Bulik, Bulik",-2.1803882,111.4526984,
817,PR Aisya Mazandra,"Jl. Cempaka No, 31a, Langkai, Pahandut",-2.217118,113.92573,
818,PR Akiko Borneo,"Jl. P. junjung Buih III Gg. Temanggung Kanyapi A no 04, Langkai, Pahandut",-2.2377958,113.9291943,
819,PR Alam Sri Wati,"Jl. kakap, Bukit Tunggal, Jekan Raya",-2.1944182,113.874847,
820,CV Alfarezki Mitra Utama,"Jln. Jendral Sudirman Perumahan Merdeka Blok II No. 20 Kelurahan Beriwit Kecamatan Murung  provinsi kalimantan Tengah, Beriwit, Murung",-0.6524157,114.5745635,
821,PR Almiana,"JL. KAPT. PIERE TENDEAN, Melayu, Teweh Tengah",-0.9553747,114.908736,081251062260
822,PR Amin Kuspita,"JL. TEMANGGUNG PANJI, Kurun, Kurun",-1.0952765,113.8639231,
823,PR Analisa Purnama Ningsih,"Jl.Karya 1 Kelurahan Kurun Kec. Kurun Kab.Gunung Mas, Kurun, Kurun",-1.1054812,113.8646801,
824,CV Andal Foresta Raya,"Jalan Veteran Kelurahan Muara Laung I, Muara Laung I, Laung Tuhup",-0.6668959999999999,114.7380385,
825,PR Andarianto Puji Suro,"JL. BUDI UTOMO, Kuala Pembuang  II, Seruyan Hilir",-3.3868042,112.5359778,082254683781
826,PR Andi,"Jl. Perintis RT. 20, Tewah, Tewah",-1.0369509,113.72454,
827,PR Andika Saputra,"Tumbang Miri RT 006, RW 001, Tumbang Miri, Kahayan Hulu Utara",-0.9397928999999998,113.5430891,
828,PR Ane Mahrita,"Jl. Padat Karya Gg. Haruan, Buntok Kota, Dusun Selatan",-1.6941433,114.8418045,
829,PT Angkasa Citra Lestari,"Port Kalaf, Jl. CPO Kalaf, Kumai Hulu, Kumai",-2.681946200000001,111.7733902,053224531
830,PR Anindya Widoasti,"RTA Milono KM 9, Kereng Bangkirai, Sabangau",-2.2869953,113.9186865,
831,PR Anita,"JL. A. YANI, Desa/Kelurahan Tamiang Layang, Kec. Dusun Timur, Kab. Barito Timur, Provinsi, Tamiang Layang, Dusun Timur",-2.1153594,115.1696013,
832,PT Antang Ganda Utama,"Camp Butong, Teweh Selatan, kab. Barito Utara, Butong, Teweh Selatan",-1.1084886,114.8686169,02180661917
833,PT Anugerah Pupuk Makmur,"JL. H.M Arsyad KM 17 RT 15 RW. 04, Bapeang, Mentawa Baru ketapang",-2.6774594,112.9517291,
834,CV Anugrah Tirta Persada,"Jl. A.Yani KM.15, 5 Kel. Purbasari, Kec. Pangkalan Lada, Kab. Kotawaringin Barat, Prop., Purbasari, Pangkalan Lada",-2.6161471,111.7213184,
835,PR Anwar Sadat,"Jl. Pembangunan, Hayaping, Awang",-1.9782351,115.2368168,
836,PR ARAI PANGAMIANI,"BTN Griya Cendana Blok A No 19 RT009, Kujan, Bulik",-2.1937171,111.4266567,
837,PR Arbaniah,"Jl.Dr.Murjani Gg.Kurnia, Pahandut, Pahandut",-2.2093488,113.9412969,
838,PR Arenata,"Perumahan Griya Bulik Indah Jl. Garuda II B20, Kujan, Bulik",-2.1946905,111.4375452,
839,PR Ari Mulianti,"MATABU RT. 008 RW. 002, Matabu, Dusun Timur",-2.1351941,115.180023,
840,PR Arini Lestari,"Jl.Bhayangkara RT.016 / RWN003 Kelurahan  Kurun Kec. Kurun Kab.Gunung Mas, Kurun, Kurun",-1.0643521,113.8941657,
841,PR Abdul Hadi,"Desa Riwa RT 03, Riwa, Batu Mandi",-2.4077611,115.4467006,
842,PR Abdul Hair,"Pantai Langsat Hulu Sungai Selatan, Hulu Banyu, Loksado",-2.8022802,115.4437388,
843,PR Abdullah Hayat,"Jl. Pemukiman 36, Simpang Empat
Sungai Baru, Jorong",-3.8966615,115.0922104,
844,CV Abraham Pratama,"JALAN PERWIRA NOMOR 27, Jawa, Martapura",-3.4174925,114.8528722,
845,PR Ade Ema Ariyanny,"Jl. Grilya Perum Naura Griya Mandiri Blok H No. 5, Mandingin, Barabai",-2.5719311,115.3968356,
846,CV Ade Karimah,"Jalan Pemajatan, Gambut, Gambut",-3.3991866,114.6776154,
847,PR Ade Ratna Ningsih,"Jl, Sido Rukun RT. 05 RW. 03, Bajuin, Bajuin",-3.7735145,114.8270745,
848,CV Adhilas Bauntung,"Jalan HKSN Komplek AMD Permai Blok D6 Nomor 145, Alalak Tengah, Banjarmasin Utara",-3.279826,114.5716621,
849,PR Adi Candera,"Desa Tabat Padang RT. 002 RW. 001, Tabat Padang, Haruyan",-2.7113584,115.350787,
850,PT Admana,"Jl. Jaksa Agung Suprapto, No. 94, Rt 15, Tanjung, Tanjung",-2.1601492,115.383652,05262022038
851,PR Agnes Furwani,"Jl. Meranti Raya Rt.010 No.21, Alalak Utara, Banjarmasin  Utara",-3.2858432,114.5862246,
852,PT Agri Bumi Sentosa,"Jl. Putri Junjung Buih RT.016, Ulu Benteng, Marabahan",-2.9592728,114.7519672,
853,PR Agus Listyaningsih,"Desa Martadah Baru RT. 09 RW. 03, Martadah Baru, Tambang Ulang",-3.6143105,114.7944305,
854,PR Agustina Endriani,"Jl. Bandarmasih Komp DPR gg. 2 Rt/Rw 034/003 no.40, Belitung Selatan, Banjarmasin  Barat",-3.3108439,114.5763038,
855,PR Ahdiatul Wahdah,"Desa sungai buluh rt 04 kec. Kelua. No rumah 18, Sungai Buluh, Kelua",-2.2446045,115.3104277,
856,PR Ahmad,"DESA HATIWIN, Desa/Kelurahan Hatiwin, Kec. Tapin Selatan, Kab. Tapin, Hatiwin, Tapin Selatan",-3.0665315,115.1592318,
857,PR Ahmad,"DESA PABAUNGAN HILIR KECAMATAN CANDI LARAS SELATAN, Pabaungan  Hilir, Candi Laras Selatan",-2.8440366,114.999732,
858,PR Ahmad Jamruni,"RANTAU KEMINTING, Rantau Keminting, Labuan Amas Utara",-2.6065251,115.3015383,
859,PR Ahmad Rafly,"Jl Gaya Baru, Banyu Hirang, Amuntai Selatan",-2.4226207,115.2081832,
860,PR Ahmad Rasyid,"Jejangkit Barat RT 005 RW 003, Jejangkit Barat, Jejangkit",-3.1629114,114.7706876,
861,PR Ahmad Safillah,"Ds Sungai Tabuk RT 01, Sungai Tabuk, Lampihong",-2.3338465,115.385978,
862,PR Ahmad Syahbani,"Jl. Tabalong Mati RT 01 RW 01 No. 38, Tabalong Mati, Amuntai Utara",-2.3742737,115.2674595,
863,PR Ahmad Yani,"Jalan Rajawali Gagas Permai, Angsau, Pelaihari",-3.797583,114.7883462,
864,PR Ahyar,"Hamarung, Hamarung, Juai",-2.3042573,115.5858711,
865,PR Aida Rahimah,"Desa Palajau Rt. 08, Palajau, Pandawan",-2.5850193,115.357834,
866,PR Aida Rahmawati,"DESA BARINGIN B KECAMATAN CANDI LARAS SELATAN KABUPATEN TAPIN KALIMANTAN SELATAN, Baringin B, Candi Laras Selatan",-2.8705566,114.9487205,
867,PR Ainun Jariyah,"Jl. Beramban Raya RT. 021/RW. 07, Pelaihari, Pelaihari",-3.7944801,114.7531961,
868,CV Akbar Batara Jaya,"Jl. Gerilya, Ilung, Batang Alai Utara",-2.5229494,115.4118809,
869,BUL Akhmad Baihaki,"Desa Pulantani Rt 3 Kecamatan Haur  Gading, Pulantani, Haur Gading",-2.3718022,115.2215213,
870,PR Akhmad Rifa Ie,"Jl. Martapura Lama RT. 002/000, Sungai Batang, Martapura  Barat",-3.3546869,114.8163796,
871,PR Akhmad Samani,"Jl. tjg selatan 3 rt009 Rw 03 perumahan linda regency 8 blok E no 23, Mabuun, Murung Pudak",-2.176096,115.4081668,
872,PT Akr Corporindo,"Jalan Raya Stagen, Stagen, Pulau Laut Utara",-3.2968965,116.1711507,0215311110
873,PT Akr Corporindo,"Jalan Martapura Baru RT 01, Basirih, Banjarmasin  Barat",-3.3351923,114.5567507,0215311110
874,PR Akram,"Pasar Raya Rantau, Rantau Kanan, Tapin Utara",-2.9339223,115.1499863,
875,PR Alfiah,"Jl.sriwijaya komp.keruing indah 3 blok.K.41, Landasan Ulin Utara, Liang Anggang",-3.4279369,114.7158198,
876,PR Alfianor,"Teluk Karya RT 02, Teluk Karya, Lampihong",-2.4074648,115.3489459,
877,PR Aliansyah,"Jl.Desa RT.01 RW.01, Ranggang Dalam, Takisung",-3.8175099,114.6816377,
878,PR Alika Kreasi Nusantara,"Jln. Sadewa VI A No 7 RT 24 Komp. Bumi Pemurus Permai, Pemurus Dalam, Banjarmasin  Selatan",-3.3557139,114.6158788,
879,"PR Alma Saufia Misbah, S.sos.i","Jalan Padat Karya Komplek Perdana Mandiri Blok G Jalur 5 No 91 RT 20 RW 02, Sungai Andai, Banjarmasin  Utara",-3.2926788,114.6054876,
880,PR Almanah Sasirangan,"Ds. Martadah Baru RT. 02/01, Martadah Baru, Tambang Ulang",-3.6143105,114.7944305,
881,PR 2.f Cakery,"Jl. Pemuda Bukit Batakan Permai Blok C9 No. 13, Manggar, Balikpapan  Timur",-1.2245326,116.9299208,
882,PR 3kyla Kitchen,"Jl.Am Sangaji, Kelurahan Baru, No.13, RT. 9, Kecamatan Tengggarong, Kampung Baru, Tenggarong",-0.3980582,116.9895829,
883,PR A. Haliati,"PERUM PGRI BLOK. R NO. 02, Desa/Kelurahan Gunungbahagia, Kec. Balikpapan Selatan, Provinsi, Gunungbahagia, Balikpapan Selatan",-1.2378406,116.8855198,
884,PR A.rosmiati,"Jl.Perumahan paser alam permai blok A/4 RT.002, Penajam, Penajam",-1.2616854,116.7676915,
885,PR Abdaliah,"Jln. Nusantara 8 No. 24 RT. 33, Sungai Pinang Dalam, Sungai Pinang",-0.4739311,117.1684899,
886,PR Abdul Rachman,"Jl. Wolter Monginsidi No. 2 RT. 20, Dadi Mulya, Samarinda  Ulu",-0.4875614999999999,117.1444443,
887,PR Abdurahim,"Jalan Nusantara Perum Manggar Lestari Residence No. 102 RT. 32 Kelurahan Manggar Kec. Balikpapam Timur, Manggar, Balikpapan  Timur",-1.2280278,116.9541403,
888,PR Achmad Erlansyah Muzahidin,"Balikpapan Regency Jalan Besakih XI Bk 24 RT 41, Sepinggan  Baru, Balikpapan Selatan",-1.2229738,116.8957832,
889,PR Achmad Faisal Rozi Zunipar,"Jl. Perniagaan RT.15, Bandara, Sungai Pinang",-0.4838762,117.1511782,
890,PR Adarius Baris,"KAMPUNG DEMPAR, Desa/Kelurahan Dempar, Dempar, Nyuatan",-0.4235905,115.4496624,
891,PR Ade Lya Wahyuni,"Jl. Pramuka RT. 29, Gunung Kelua, Samarinda  Ulu",-0.4638316,117.1532239,
892,PR Ade Puspita Haris,"Jalan Karang Jati Dalam, Desa/Kelurahan Karang Jati, Kec. Balikpapan Tengah, Karang Jati, Balikpapan Tengah",-1.2471686,116.8328762,
893,PR Adhayanti,"Jalan Gunung Rejo No. 48 RT. 16, Gunungsari Ulu, Balikpapan Tengah",-1.258966,116.8414613,
894,PT Adhi Persada Beton,"Jl. Soekarno Hatta No.KM13, Desa/Kelurahan Kariangau, Kec. Balikpapan Barat, Provinsi, Kariangau, Balikpapan  Barat",-1.1594482,116.8284601,087756828838
895,PR Adhy Pramono Soelistiyono,"JL. LAMIN ATAS RT 12, Teluk Bayur, Teluk Bayur",2.1408422,117.3968996,
896,PR Adrianto,"Jl. AW Syahrani Komp SIKS Blok E No. 03 RT 085, Muararapak, Balikpapan  Utara",-1.2149972,116.8399224,94
897,PR Adyatma,"Jln swadaya RT 1 no 26, Bukit Biru, Tenggarong",-0.4623991,116.9921169,
898,PR Ago Purnawijaya,"jl.padat karya rt18, kel.handil bakti, kec.palaran, Handil Bakti, Palaran",-0.5567821,117.1638217,
899,PT Agra Bareksa Indonesia,"Jalan Propinsi RT.003, Buluminung, Penajam",-1.2653597,116.7608212,
900,PT Agri Eastborneo Kencana,"Desa sedulang, Sedulang, Muara Kaman",0.1165165,117.0087877,02158908188
901,PT Agro Manunggal Selaras,"Kampung Jelmu Sibak, Kampung Jelmu Sibak, Bentian Besar",-0.9015506999999999,115.7811869,
902,CV Agro Persada,"Jalan Mulawarman Gang Hunian Gema Tani RT. 034 No. 049, Lamaru, Balikpapan  Timur",-1.191445,116.9971999,
903,PR Agus Maulidiya Wati,"Seniung Jaya RT. 03, Seniung Jaya, Paser Belengkong",-2.0236305,116.2275085,
904,PR Agus Suprihatin,"DUSUN SUKOREJO, RT:036, Desa/Kelurahan :BUKIT PARIAMAN, KEC:TENGGARONG SEBRANG, Bukit Pariaman, Tenggarong Seberang",-0.2580722,117.2088167,
905,PR Agustina Imran,"Jl. Pasundan No. 04 RT. 18, Jawa, Samarinda  Ulu",-0.4942694,117.1377385,
906,PR Agustinawati,"Jl. Prapatan dalam Rt. 47 No. 44d, Telaga Sari, Balikpapan  Kota",-1.2648291,116.8254934,
907,PR Agustinawati,"Perum. HER 2 Blok N No.10, RT. 47, Sepinggan, Balikpapan Selatan",-1.2353065,116.8844279,
908,PR Agustiningsih,"Jl. Strat III NO.18 RT.12, Desa/Kelurahan Karang Rejo, Kec. Balikpapan Tengah, Provinsi, Karang Rejo, Balikpapan Tengah",-1.2438477,116.8394967,
909,PR Agustinus Hurang N,"LONG BANGUN ILIR, Desa/Kelurahan Long Bagun Ilir, Kec. Long Bagun, Kab. Mahakam Ulu, Provinsi, Long Bagun Ilir, Long Bagun",0.4931863,115.1177654,
910,PR Agustiyah,"labangka barat RT.004, Labangka Barat, Babulu",-1.468126,116.517799,
911,PR Agustiyani,"Jl. Inpres 4 Rt.12 No.08, Muararapak, Balikpapan  Utara",-1.2287741,116.8395991,
912,PR Ahdita Tri Fahriza,"jl agung tunggal RT 11 No 168, Desa/Kelurahan Damai Baru, Kec. Balikpapan Selatan, Provinsi, Damai Baru, Balikpapan Selatan",-1.2486807,116.8675727,
913,PR Ahmad Arifin,"PERUM SIKS BLOK A SOMBER BARU NO. 1-2, Muararapak, Balikpapan  Utara",-1.1995129,116.852032,
914,PR Ahmad Hanafi,"Ponpon, Jl. Kartini, Loa Ipuh, Tenggarong",-0.4159907,116.9827208,
915,PR Ahmad Jais,"Desa Girimukti Start.7 Rt.6 No.25 Kec. Penajam, Giri Mukti, Penajam",-1.3407378,116.683846,
916,PR Ainah,"Jl. Taman Siswa, Tanjung Isuy, Jempang",-0.5080424,116.1437725,
917,PR Aini Surya,"Gn Tambora Hop II No 50 Komp pt badak, Satimpo, Bontang Selatan",0.1261381,117.4703638,
918,PR Ainun Sabariaty,"Perumahan Telindung Permai A No.3, Batu Ampar, Balikpapan  Utara",-1.2194687,116.8373417,
919,PT Air Kristal Lestari,"Jalan Milono No. 22 RT 40, GUNUNG SARI ILIR, Balikpapan tengah",-1.2713223,116.8343638,0542421106
920,PT Air Products East Kalimantan,"Sekurau Bawah - Batuta Chemical Industrial Park (BCIP), Sekerat, Bengalon",0.7569772,117.746537,08111860921
921,PR Abdul Rahman Masikome,"Bowongkulu I, Bowongkulu I, Tabukan Utara",3.635631000000001,125.5562102,
922,PR Abigael Takeshi Tikoalu,"MALALAYANG DUA LINGKUNGAN VII DEKAT GRIYA ANUGRAH KOS, Desa/Kelurahan Malalayang Dua, Kec. Malalayang, Provinsi  Kode Pos: 95163, Malalayang  Dua, Malalayang",1.4504581,124.7934109,
923,PT Perorangan Abira Wanua Jaya,"PERUM GPI JL. DAHLIA UTAMA II D NO. 12, Buha, Mapanget",1.5349649,124.9042727,
924,PR Adelheid Meike Dungus,"Jaga III, Kolongan
Tetempangan, Kalawat",1.4719946,124.9313665,
925,PT Adore Rempah Indonesia,"Desa lobu satu kecamatan touluaan kabupaten Minahasa tenggara, Lobu Satu, Touluaan",1.0579067,124.6537127,
926,PR Agnes Desiree Nathalia Bogar,"Asabri 1, Girian Indah, Girian",1.4475833,125.1323905,
927,PR Agnes Kolanus,"Makalu, Makalu, Pusomaen",1.0124235,124.8596574,
928,PT Agro Makmur Raya,"Jl. Soekarno No.1, Bitung Timur, Maesa",1.4434482,125.1901151,
929,PT AGRO MAKMUR RAYA,"JL. BABE PALAR, Madidir Unet, Madidir",1.4458358,125.164879,
930,PR Aisyah Vhike Tewuh,"Kalawat Jaga 3, Desa/Kelurahan Kalawat, Kec. Kalawat, Kab. Minahasa Utara, Provinsi  Kode Pos: 95378, Kalawat, Kalawat",1.4671779,124.9293358,
931,PT Akr Corporindo,"Jalan Wolter Manginsidi, Paceda, Madidir",1.4400702,125.1405946,0215311110
932,PR Akrammullah,"Jalan Zakaria	Imban, Desa/Kelurahan Poyowa Kecil, Kec. Kotamobagu Selatan, Provinsi, Poyowa Kecil, Kotamobagu  Selatan",0.7148375,124.2838316,
933,PR Alan Pulumai,"Tolondadu 1, Tolondadu I, Bolaang Uki",0.4338238,124.0223683,
934,PR Albert Jangin,"Tatengesan Satu, Tatengesan Satu, Pusomaen",1.006268,124.8789697,
935,PR Alfa Omega Polii,"Lingk. V, Kinilow Satu, Tomohon Utara",1.4586819,124.8380844,
936,PR Alma Pimpin,"Lingkungan II, Madidir Ure, Madidir",1.4620068,125.1543783,
937,PR Alprudi Makitulung Mamuli,"Lingkungan II, Wangurer, Girian",1.419802,125.1200016,
938,PR Altje A. Soputan,"JAGA I WIAU LAPI BARAT, Wiau Lapi Barat, Tareran",1.240022,124.7326398,
939,PR Altje Walalangi,"Tatengesan Satu, Tatengesan Satu, Pusomaen",1.006268,124.8789697,
940,PR Alvin Oktavianus,"Jalan Soekarno, Desa/Kelurahan Sarongsong II, Kec. Airmadidi, Kab Minahasa Utara, Provinsi	Sulawesi  Utara, Sarongsong II, Airmadidi",1.4384643,124.9752886,
941,PR Amplang Cakalang,"RT 03 RW 04 kelurahan Bitung Barat Dua kecamatan Maesa, Bitung Barat  Dua, Maesa",1.4675372,125.1791208,
942,UD Angelia Madundang,"Alamat batulubang ling 2 rt 06, Batulubang, Lembeh Selatan",1.4233592,125.2011079,088258550841
943,PR Angie Judoroyce Verra Tangkudung,"Lingkungan I, Manembo-nembo
Tengah, Matuari",1.4211089,125.1021201,
944,PR ANI POTANGKUMAN,"LINGKUNGAN X, Ranotana Weru, Wanea",1.4482838,124.8447561,
945,PR Anita Fransisca Sengkey,"WIAU LAPI JAGA III, Wiau Lapi, Tareran",1.2200436,124.784706,
946,PR Anita Rumbayan,"Lingkungan II, Tanjung Merah, Matuari",1.3914912,125.0883625,
947,PT Anping Seafood Indonesia,"Jln Efraim Elengkong Manembo Nembo Bawah, Manembo-nembo, Matuari",1.4323077,125.1250267,
948,PR Ansye Christien Lucas,"Kel. Tingkulu Lingkungan VII No. 55, Tingkulu, Wanea",1.4932343,124.8498724,
949,UD Anugerah Taylor,"Lingkungan III, RT. 001, RW. 003, Manembo-nembo
Tengah, Matuari",1.4211089,125.1021201,
950,PR Aprikasih Palalu,"Tatengesan Satu, Tatengesan Satu, Pusomaen",1.006268,124.8789697,
951,PT Ardia Prima Kawanua,"Jalan Raya Manado-Bitung Kompleks Perum DPRD Pemda Nomor A2, Desa/Kelurahan Kalawat, Kec. Kalawat, Kab. Minahasa Utara, Provinsi, Kalawat, Kalawat",1.4628352,124.9286567,04317003705
952,PR Ardon Fridolin Honga,"Lingkungan II RT/RW 004/002 Kompleks SMP N 9 Bitung, Mawali, Lembeh Utara",1.4393529,125.2338878,
953,PR Arianto Raroy,"Lingkungan III, Manembo-nembo Atas, Matuari",1.4162034,125.097993,
954,PR Arie Roring,"Jaga I Desa Mokobang, Mokobang, Modoinding",0.8454896,124.4364621,
955,PR Arifin Turang,"Lingkungan IV, Winenet Satu, Aertembaga",1.4701523,125.1997339,
956,PR Arnold Jakob Rumengan,"KORENG JAGA I, Koreng, Tareran",1.2166464,124.6994738,
957,PR Arya Krisna Nusantara,"JL.RAYA MOYAG, RT 007, RW 003, Moyag Tampoan, Kotamobagu Timur",0.7467884,124.3463031,
958,PR Asmiriyani Mane,"Jln trans sulaweai, Molibagu, Bolaang Uki",0.8411953,124.1651501,
959,PR Asnawi Paputungan,"Pobundayan, Pobundayan, Kotamobagu  Selatan",0.7107114,124.3060487,
960,PR Asti Febriaty Lahea,"Lingkungan III, Girian Atas, Girian",1.432037,125.1034957,
961,PT Spo Agro Resources,"Jl. Pue Kodi Blok Pantai, Kayumalue  Pajeko, Palu Utara",-0.8822569,119.8786035,
962,PR Abdul Wahid,"Desa Air Terang, Air Terang, Tiloan",1.0941381,121.2282958,
963,PR Acl Super Mandiri,"MENDONO RT/RW 002/001, KELURAHAN MENDONO, KECAMATAN KINTOM, Mendono, Kintom",-1.146013,122.656097,
964,PR ADRIYANTO,"PERUM BTN BUMI ROVIGA, Tondo, Mantikulore",-0.8446817999999999,119.9133883,
965,PR Afizah,"JL. SOU RAJA, Bantaya, Parigi",-0.8082243,120.1755279,
966,PR Afrianto,"Desa Beka, Beka, Marawola",-0.988374,119.8628895,
967,PT Agro Manunggal Cocos,"Jl. Baruga RT/RW 03/01, Blok Kabaiya Barat, Taipa, Palu Utara",-0.7725764,119.8629704,0451491855
968,PT Agro Nusa Abadi,"Pebo'oa, Pebo'oa, Petasia Timur",-2.1992951,121.6910426,
969,PR Agung,"Bongka Makmur, Desa/Kelurahan Bongka Makmur, Kec. Ulubongka, Kab. Tojo Una Una, Provinsi, Bongka Makmur, Ulubongka",-1.0703641,121.5084511,081341041249
970,CV Agung Raya Morowali,"JL.TRANS SULAWESI, Keurea, Bahodopi",-2.6794968,122.0077611,
971,PR Agus Sulianto,"Desa Air Terang, Air Terang, Tiloan",1.0941381,121.2282958,
972,PR Ahmad Hidayat,"Jalan Tambuli RT 10, Lolu, Sigi Biromaru",-0.9580147,119.9078041,
973,PR Ahmad Pantuko,"Jl. Guru tua no. 22, Kalukubula, Sigi Biromaru",-0.9340285999999999,119.8846658,
974,PR Ahmad Syafrudin,"Desa, Bente, Bungku Tengah",-2.6154293,121.8334868,
975,PR Al Farazi,"Dusun II, Jono Kalora, Parigi Barat",-0.8207589,120.0954076,
976,PR Al Fatih,"Jalan Lalong, Dodung, Banggai",-1.5746585,123.4915954,
977,PR Al Furqon,"Desa Negeri lama, Negeri Lama, Bokat",1.1201744,121.4627576,
978,PR Al-fath,"Jl. Akasia raya no. 18, Tinggede, Marawola",-0.9342001,119.8664971,
979,PR Alamsyah,"Jl. Palu Kulawi KM 30, Sibalaya Selatan, Tanambulava",-1.1470668,119.9218916,
980,PR Alfi Utami,"Tabalu, Tabalu, Poso Pesisir",-1.4351903,120.6485261,
981,PR Ali Sannang,"Dusun Ratalemba, Masani, Poso Pesisir",-1.3682197,120.5975595,
982,CV Allingwings Morowali,"Desa, Bente, Bungku Tengah",-2.6154293,121.8334868,
983,PR Aminah,"Desa Bolapapu, Bolapapu, Kulawi",-1.4262518,120.0087372,
984,PR Amir,"Jalan Nangka, Kamonji, Palu Barat",-0.8975391,119.8546202,
985,PR Ampas Kopi,"JL. WOLTER MONGINSIDI, Maesa, Parigi",-0.8165555,120.1776597,
986,PT Andesit Batu Palu,"Jl. Malonda, Watusampu, Ulujadi",-0.8186534,119.808473,
987,PR Andi Besse Fatima Adam,"Jalan Kelor Lrg 4 No. 9, Balaroa, Palu Barat",-0.9064224999999999,119.8472108,
988,PR Andi Rati Purwati,"Jl. P. Kalimantan, Gebangrejo, Poso Kota",-1.3931685,120.7573796,
989,PR Andi Satriani,"MANAMPAK, Maasing, Batui Selatan",1.5150371,124.8465502,
990,PR Andi Ulfiah Nur Mufti,"Wosu, Wosu, Bungku Barat",-2.4126586,121.7879244,
991,PR Andinka Maulina Larashaty,"Jl. S. Surumana No. 11, Ujuna, Palu Barat",-0.902214,119.8950351,
992,CV Aneka Securindo Nusantara,"JL. JEND BASUKI RAHMAT, No. 56, Tatura Selatan, Palu Selatan",-0.9191566000000001,119.8819063,
993,PT Angkasa Jaya Mulia,"Desa Ganda-ganda, Ganda-Ganda, Petasia",-1.9508723,121.3392362,1213
994,PR Anitha Lowisa Matakena,"Desa Kumpi, Kumpi, Lembo",-2.1597881,121.2998279,
995,PR Anshar Muhammad,"Jl Poros Palu Bangga, Binangga, Marawola",-0.9514432,119.8551854,
996,PR Anton,"WOSU, Wosu, Bungku Barat",-2.4126586,121.7879244,
997,PR anu Mami Pagimana,"jln trans sulawesi dusun II, Lambangan, Pagimana",-0.8128648,122.6828677,
998,PT Anugerah Indo Bali Lestari,"Ds Kabua bua, Kabua Bua, Nuhon",-1.0385592,122.1462193,
999,CV anugerah Kharisa,"JALAN BATU  BATA INDAH NO 18.B, Tatura Utara, Palu Selatan",-0.9154449,119.8860666,
1000,PT Anugrah Tambang Smelter,"Kawasan Ekonomi Khusus Palu, Baiya, Palu",-0.7123733,119.8702862,
1001,PR A Andry Isdar Alfiansyah,"Jl. Poros Kariango Perumahan Rachita Garden 1 F4 No.10, Kurusumange, Tanralili",-5.098812,119.58439,
1002,PR A Emelia,"BTN Wesabbe II Blok B No 25, Bonto Matene, Mandai",-5.0406949,119.575988,
1003,PR A Husmaentin,"Jl. Sungai Limboto BTN Griya Amanda 2 Blok B No. 26, Ta, Tanete Riattang",-4.5354557,120.3390773,
1004,PR A Tenri Nur Fatimah,"Jl. Garuda Maccopa, Taroada, Turikale",-5.0427885,119.5755435,
1005,PR A. Deni Kurniawan,"Dusun Balang Bo'dong, Harapan, Bontosikuyu",-6.2460757,120.4876036,
1006,PR A. Indah Hayati,"Jl. Veteran, Bajoe, Tanete Riattang Timur",-4.5496081,120.3808166,
1007,PR A. Muzkirah,"Dusun Bongki, Bongki Lengkese, Sinjai Timur",-5.1837195,120.1384556,
